"year","zone","domain","measure","value"
"2004","S01001795","Health","Decile",10
"2006","S01001795","Income","Decile",10
"2004","S01001795","Housing","Decile",7
"2012","S01001795","Housing","Decile",7
"2004","S01001795","Income","Decile",10
"2012","S01001795","Income","Decile",10
"2009","S01001795","Housing","Decile",7
"2006","S01001795","Housing","Decile",7
"2009","S01001795","Income","Decile",10
"2009","S01001795","Education Skills And Training","Vigintile",20
"2012","S01001795","Education Skills And Training","Vigintile",19
"2006","S01001795","Education Skills And Training","Vigintile",11
"2004","S01001795","Education Skills And Training","Vigintile",18
"2009","S01001795","Employment","Vigintile",19
"2004","S01001795","Employment","Vigintile",18
"2006","S01001795","Employment","Vigintile",20
"2012","S01001795","Employment","Vigintile",20
"2004","S01001795","Health","Vigintile",20
"2012","S01001795","Health","Vigintile",20
"2006","S01001795","Health","Vigintile",20
"2009","S01001795","Health","Vigintile",20
"2012","S01001795","Housing","Vigintile",13
"2004","S01001795","Housing","Vigintile",13
"2006","S01001795","Housing","Vigintile",13
"2009","S01001795","Housing","Vigintile",13
"2004","S01001795","Access To Services","Vigintile",4
"2006","S01001795","Access To Services","Vigintile",5
"2009","S01001795","Access To Services","Vigintile",7
"2012","S01001795","Access To Services","Vigintile",4
"2006","S01001795","Crime","Vigintile",15
"2012","S01001795","Crime","Vigintile",14
"2009","S01001795","Crime","Vigintile",13
"2009","S01001795","Income","Vigintile",20
"2006","S01001795","Income","Vigintile",19
"2012","S01001795","Income","Vigintile",20
"2004","S01001795","Income","Vigintile",19
"2012","S01001795","SIMD","Vigintile",19
"2006","S01001795","SIMD","Vigintile",18
"2004","S01001795","SIMD","Vigintile",18
"2009","S01001795","SIMD","Vigintile",20
"2012","S01001795","Housing","Quintile",4
"2004","S01001795","Employment","Quintile",5
"2009","S01001795","Income","Quintile",5
"2006","S01001795","Income","Quintile",5
"2012","S01001795","Income","Quintile",5
"2006","S01001795","Housing","Quintile",4
"2004","S01001795","Income","Quintile",5
"2009","S01001795","Housing","Quintile",4
"2006","S01001795","Health","Quintile",5
"2012","S01001795","Education Skills And Training","Quintile",5
"2004","S01001795","Health","Quintile",5
"2004","S01001795","Education Skills And Training","Quintile",5
"2009","S01001795","Education Skills And Training","Quintile",5
"2012","S01001795","Health","Quintile",5
"2009","S01001795","Health","Quintile",5
"2006","S01001795","Employment","Quintile",5
"2009","S01001795","SIMD","Quintile",5
"2006","S01001795","Education Skills And Training","Quintile",3
"2004","S01001795","SIMD","Quintile",5
"2009","S01001795","Employment","Quintile",5
"2006","S01001795","SIMD","Quintile",5
"2012","S01001795","Crime","Quintile",4
"2009","S01001795","Crime","Quintile",4
"2012","S01001795","SIMD","Quintile",5
"2012","S01001795","Access To Services","Quintile",1
"2009","S01001795","Access To Services","Quintile",2
"2012","S01001795","Employment","Quintile",5
"2006","S01001795","Crime","Quintile",4
"2006","S01001795","Access To Services","Quintile",2
"2004","S01001795","Access To Services","Quintile",1
"2004","S01001795","Housing","Quintile",4
"2012","S01001796","Access To Services","Rank",1617
"2006","S01001796","Health","Rank",6303
"2009","S01001796","Employment","Rank",6243
"2012","S01001796","Health","Rank",5751
"2006","S01001796","SIMD","Rank",6232
"2006","S01001796","Crime","Rank",6324
"2004","S01001796","Employment","Rank",6262
"2012","S01001796","Crime","Rank",5254
"2004","S01001796","Access To Services","Rank",1173
"2009","S01001796","Health","Rank",6332
"2012","S01001796","Income","Rank",6488
"2004","S01001796","Health","Rank",6205
"2004","S01001796","Income","Rank",6172
"2004","S01001796","SIMD","Rank",6148
"2012","S01001796","Education Skills And Training","Rank",6258
"2009","S01001796","Access To Services","Rank",2250
"2006","S01001796","Income","Rank",6201
"2012","S01001796","Employment","Rank",6327
"2006","S01001796","Housing","Rank",6491
"2012","S01001796","Housing","Rank",6491
"2006","S01001796","Employment","Rank",6140
"2009","S01001796","Crime","Rank",6106
"2006","S01001796","Access To Services","Rank",1518
"2009","S01001796","Education Skills And Training","Rank",6385
"2012","S01001796","SIMD","Rank",6232
"2004","S01001796","Education Skills And Training","Rank",6473
"2009","S01001796","SIMD","Rank",6384
"2009","S01001796","Income","Rank",6457
"2009","S01001796","Housing","Rank",6491
"2006","S01001796","Education Skills And Training","Rank",6413
"2004","S01001796","Housing","Rank",6491
"2006","S01001796","SIMD","Decile",10
"2012","S01001796","Education Skills And Training","Decile",10
"2004","S01001796","Access To Services","Decile",2
"2006","S01001796","Access To Services","Decile",3
"2012","S01001796","Crime","Decile",9
"2009","S01001796","SIMD","Decile",10
"2009","S01001796","Access To Services","Decile",4
"2009","S01001796","Crime","Decile",10
"2012","S01001796","Access To Services","Decile",3
"2006","S01001796","Crime","Decile",10
"2012","S01001796","Employment","Decile",10
"2004","S01001796","Employment","Decile",10
"2006","S01001796","Employment","Decile",10
"2012","S01001796","SIMD","Decile",10
"2004","S01001796","SIMD","Decile",10
"2009","S01001796","Employment","Decile",10
"2012","S01001796","Health","Decile",9
"2004","S01001796","Education Skills And Training","Decile",10
"2006","S01001796","Health","Decile",10
"2006","S01001796","Education Skills And Training","Decile",10
"2009","S01001796","Health","Decile",10
"2009","S01001796","Education Skills And Training","Decile",10
"2004","S01001796","Health","Decile",10
"2006","S01001796","Income","Decile",10
"2004","S01001796","Housing","Decile",10
"2012","S01001796","Housing","Decile",10
"2004","S01001796","Income","Decile",10
"2012","S01001796","Income","Decile",10
"2009","S01001796","Housing","Decile",10
"2006","S01001796","Housing","Decile",10
"2009","S01001796","Income","Decile",10
"2009","S01001796","Education Skills And Training","Vigintile",20
"2012","S01001796","Education Skills And Training","Vigintile",20
"2006","S01001796","Education Skills And Training","Vigintile",20
"2004","S01001796","Education Skills And Training","Vigintile",20
"2009","S01001796","Employment","Vigintile",20
"2004","S01001796","Employment","Vigintile",20
"2006","S01001796","Employment","Vigintile",19
"2012","S01001796","Employment","Vigintile",20
"2004","S01001796","Health","Vigintile",20
"2012","S01001796","Health","Vigintile",18
"2006","S01001796","Health","Vigintile",20
"2009","S01001796","Health","Vigintile",20
"2012","S01001796","Housing","Vigintile",20
"2004","S01001796","Housing","Vigintile",20
"2006","S01001796","Housing","Vigintile",20
"2009","S01001796","Housing","Vigintile",20
"2004","S01001796","Access To Services","Vigintile",4
"2006","S01001796","Access To Services","Vigintile",5
"2009","S01001796","Access To Services","Vigintile",7
"2012","S01001796","Access To Services","Vigintile",5
"2006","S01001796","Crime","Vigintile",20
"2012","S01001796","Crime","Vigintile",17
"2009","S01001796","Crime","Vigintile",19
"2009","S01001796","Income","Vigintile",20
"2006","S01001796","Income","Vigintile",20
"2012","S01001796","Income","Vigintile",20
"2004","S01001796","Income","Vigintile",19
"2012","S01001796","SIMD","Vigintile",20
"2006","S01001796","SIMD","Vigintile",20
"2004","S01001796","SIMD","Vigintile",19
"2009","S01001796","SIMD","Vigintile",20
"2012","S01001796","Housing","Quintile",5
"2004","S01001796","Employment","Quintile",5
"2009","S01001796","Income","Quintile",5
"2006","S01001796","Income","Quintile",5
"2012","S01001796","Income","Quintile",5
"2006","S01001796","Housing","Quintile",5
"2004","S01001796","Income","Quintile",5
"2009","S01001796","Housing","Quintile",5
"2006","S01001796","Health","Quintile",5
"2012","S01001796","Education Skills And Training","Quintile",5
"2004","S01001796","Health","Quintile",5
"2004","S01001796","Education Skills And Training","Quintile",5
"2009","S01001796","Education Skills And Training","Quintile",5
"2012","S01001796","Health","Quintile",5
"2009","S01001796","Health","Quintile",5
"2006","S01001796","Employment","Quintile",5
"2009","S01001796","SIMD","Quintile",5
"2006","S01001796","Education Skills And Training","Quintile",5
"2004","S01001796","SIMD","Quintile",5
"2009","S01001796","Employment","Quintile",5
"2006","S01001796","SIMD","Quintile",5
"2012","S01001796","Crime","Quintile",5
"2009","S01001796","Crime","Quintile",5
"2012","S01001796","SIMD","Quintile",5
"2012","S01001796","Access To Services","Quintile",2
"2009","S01001796","Access To Services","Quintile",2
"2012","S01001796","Employment","Quintile",5
"2006","S01001796","Crime","Quintile",5
"2006","S01001796","Access To Services","Quintile",2
"2004","S01001796","Access To Services","Quintile",1
"2004","S01001796","Housing","Quintile",5
"2012","S01001797","Access To Services","Rank",3787
"2006","S01001797","Health","Rank",3023
"2009","S01001797","Employment","Rank",3711
"2012","S01001797","Health","Rank",3670
"2006","S01001797","SIMD","Rank",3610
"2006","S01001797","Crime","Rank",5562
"2004","S01001797","Employment","Rank",4210
"2012","S01001797","Crime","Rank",4758
"2004","S01001797","Access To Services","Rank",3832
"2009","S01001797","Health","Rank",3529
"2012","S01001797","Income","Rank",3354
"2004","S01001797","Health","Rank",3483
"2004","S01001797","Income","Rank",3240
"2004","S01001797","SIMD","Rank",3788
"2012","S01001797","Education Skills And Training","Rank",2773
"2009","S01001797","Access To Services","Rank",4093
"2006","S01001797","Income","Rank",3449
"2012","S01001797","Employment","Rank",3489
"2006","S01001797","Housing","Rank",2192
"2012","S01001797","Housing","Rank",2192
"2006","S01001797","Employment","Rank",3337
"2009","S01001797","Crime","Rank",4449
"2006","S01001797","Access To Services","Rank",3023
"2009","S01001797","Education Skills And Training","Rank",3058
"2012","S01001797","SIMD","Rank",3715
"2004","S01001797","Education Skills And Training","Rank",2982
"2009","S01001797","SIMD","Rank",3735
"2009","S01001797","Income","Rank",3045
"2009","S01001797","Housing","Rank",2192
"2006","S01001797","Education Skills And Training","Rank",3242
"2004","S01001797","Housing","Rank",2192
"2006","S01001797","SIMD","Decile",6
"2012","S01001797","Education Skills And Training","Decile",5
"2004","S01001797","Access To Services","Decile",6
"2006","S01001797","Access To Services","Decile",5
"2012","S01001797","Crime","Decile",8
"2009","S01001797","SIMD","Decile",6
"2009","S01001797","Access To Services","Decile",7
"2009","S01001797","Crime","Decile",7
"2012","S01001797","Access To Services","Decile",6
"2006","S01001797","Crime","Decile",9
"2012","S01001797","Employment","Decile",6
"2004","S01001797","Employment","Decile",7
"2006","S01001797","Employment","Decile",6
"2012","S01001797","SIMD","Decile",6
"2004","S01001797","SIMD","Decile",6
"2009","S01001797","Employment","Decile",6
"2012","S01001797","Health","Decile",6
"2004","S01001797","Education Skills And Training","Decile",5
"2006","S01001797","Health","Decile",5
"2006","S01001797","Education Skills And Training","Decile",5
"2009","S01001797","Health","Decile",6
"2009","S01001797","Education Skills And Training","Decile",5
"2004","S01001797","Health","Decile",6
"2006","S01001797","Income","Decile",6
"2004","S01001797","Housing","Decile",4
"2012","S01001797","Housing","Decile",4
"2004","S01001797","Income","Decile",5
"2012","S01001797","Income","Decile",6
"2009","S01001797","Housing","Decile",4
"2006","S01001797","Housing","Decile",4
"2009","S01001797","Income","Decile",5
"2009","S01001797","Education Skills And Training","Vigintile",10
"2012","S01001797","Education Skills And Training","Vigintile",9
"2006","S01001797","Education Skills And Training","Vigintile",10
"2004","S01001797","Education Skills And Training","Vigintile",10
"2009","S01001797","Employment","Vigintile",12
"2004","S01001797","Employment","Vigintile",13
"2006","S01001797","Employment","Vigintile",11
"2012","S01001797","Employment","Vigintile",11
"2004","S01001797","Health","Vigintile",11
"2012","S01001797","Health","Vigintile",12
"2006","S01001797","Health","Vigintile",10
"2009","S01001797","Health","Vigintile",11
"2012","S01001797","Housing","Vigintile",7
"2004","S01001797","Housing","Vigintile",7
"2006","S01001797","Housing","Vigintile",7
"2009","S01001797","Housing","Vigintile",7
"2004","S01001797","Access To Services","Vigintile",12
"2006","S01001797","Access To Services","Vigintile",10
"2009","S01001797","Access To Services","Vigintile",13
"2012","S01001797","Access To Services","Vigintile",12
"2006","S01001797","Crime","Vigintile",18
"2012","S01001797","Crime","Vigintile",15
"2009","S01001797","Crime","Vigintile",14
"2009","S01001797","Income","Vigintile",10
"2006","S01001797","Income","Vigintile",11
"2012","S01001797","Income","Vigintile",11
"2004","S01001797","Income","Vigintile",10
"2012","S01001797","SIMD","Vigintile",12
"2006","S01001797","SIMD","Vigintile",12
"2004","S01001797","SIMD","Vigintile",12
"2009","S01001797","SIMD","Vigintile",12
"2012","S01001797","Housing","Quintile",2
"2004","S01001797","Employment","Quintile",4
"2009","S01001797","Income","Quintile",3
"2006","S01001797","Income","Quintile",3
"2012","S01001797","Income","Quintile",3
"2006","S01001797","Housing","Quintile",2
"2004","S01001797","Income","Quintile",3
"2009","S01001797","Housing","Quintile",2
"2006","S01001797","Health","Quintile",3
"2012","S01001797","Education Skills And Training","Quintile",3
"2004","S01001797","Health","Quintile",3
"2004","S01001797","Education Skills And Training","Quintile",3
"2009","S01001797","Education Skills And Training","Quintile",3
"2012","S01001797","Health","Quintile",3
"2009","S01001797","Health","Quintile",3
"2006","S01001797","Employment","Quintile",3
"2009","S01001797","SIMD","Quintile",3
"2006","S01001797","Education Skills And Training","Quintile",3
"2004","S01001797","SIMD","Quintile",3
"2009","S01001797","Employment","Quintile",3
"2006","S01001797","SIMD","Quintile",3
"2012","S01001797","Crime","Quintile",4
"2009","S01001797","Crime","Quintile",4
"2012","S01001797","SIMD","Quintile",3
"2012","S01001797","Access To Services","Quintile",3
"2009","S01001797","Access To Services","Quintile",4
